url,note,modal_present,banner_present,tp_cookies_before,tp_cookies_after,tp_requests_before,tp_requests_after,tp_requests_total,tracking_tp_before,tracking_tp_after,tracking_tp_total,tracking_tp_additional,duration,tp_id_leaks_before,tp_cookie_sync_before,fingerprinting_before,tp_id_leaks_after,tp_cookie_sync_after,fingerprinting_after
https://idw-online.de/,,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
https://swp.de,m,1,1,1,1,20,1,20,20,1,20,0,7,1,0,0,0,0,0
https://swr.de/,,0,1,1,1,11,1,11,11,1,11,0,9,2,0,0,1,0,0
https://schulserver.de/,x,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0
https://www.uni-karlsruhe.de/,x,0,0,1,1,2,0,2,2,0,2,0,7,0,0,0,0,0,0
https://carlsbergdeutschland.de,m,1,1,0,0,6,0,6,6,0,6,0,7,0,0,0,0,0,0
https://rnd.de,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
https://alfanetz.de,x,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
https://artfiles.de,,0,1,0,0,5,3,5,5,3,5,0,5,0,0,0,0,0,0
https://stadt-bremerhaven.de ,m,1,1,2,15,15,61,70,15,61,70,55,7,0,0,0,30,26,0
https://hr-online.de,x,0,0,3,3,6,1,6,6,1,6,0,6,0,0,0,0,0,0
https://picclick.de,x,0,0,1,1,5,0,5,5,0,5,0,13,0,0,0,0,0,0
https://interhyp.de,m,1,1,0,5,3,27,28,3,27,28,25,7,0,0,0,6,3,0
https://www.wetteronline.de,m,1,1,0,27,5,119,124,5,119,124,119,10,1,0,0,107,40,0
https://radiohost.de,x,0,0,0,0,2,0,2,2,0,2,0,6,0,0,0,0,0,0
https://bmwi.de,x,0,0,0,0,4,0,4,4,0,4,0,7,0,0,0,0,0,0
https://infektionsschutz.de,x,0,0,0,0,1,0,1,1,0,1,0,6,0,0,0,0,0,0
https://google.de,m,1,1,0,0,3,1,4,3,1,4,1,7,0,0,0,0,0,0
https://vattenfall.de,m,1,1,0,4,0,22,22,0,22,22,22,7,0,0,0,3,0,0
https://thueringen.de,,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
http://logoip.de,x,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
https://tk.de,m,1,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
https://consorsbank.de,m,1,1,0,1,2,1,3,2,1,3,1,8,0,0,0,1,0,0
http://domainkunden.de,x,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
https://bosch.de,m,1,1,0,3,4,8,11,4,8,11,7,8,0,0,0,1,0,0
https://saarbruecker-zeitung.de,x,0,0,1,1,28,1,28,28,1,28,0,12,0,0,0,0,0,0
https://news.de,m,1,1,1,63,5,130,134,5,130,134,129,6,0,0,0,265,262,0
https://jugendherberge.de,,0,1,0,1,4,10,12,4,10,12,8,12,0,0,0,0,0,0
